County,Year-Month,Value,AQI,Pollutant
Sonoma.12,12/1/2014,0.0235,35,14129
Stanislaus.1,1/1/2014,0.05,59,14129
Stanislaus.2,2/1/2014,0.052,27,14129
Stanislaus.3,3/1/2014,0.0655,34,14129
Stanislaus.4,4/1/2014,0.036,40,14129
Stanislaus.5,5/1/2014,0.03,37,14129
Stanislaus.6,6/1/2014,0.023,36,14129
Stanislaus.7,7/1/2014,0.021,28,14129
Stanislaus.8,8/1/2014,0.021,30,14129
Stanislaus.9,9/1/2014,0.021,34,14129
Stanislaus.10,10/1/2014,0.017,34,14129
Stanislaus.11,11/1/2014,0.019,44,14129
Stanislaus.12,12/1/2014,0.0235,35,14129
Sutter.1,1/1/2014,0.05,58,14129
Sutter.2,2/1/2014,0.052,28,14129
Sutter.3,3/1/2014,0.0655,34,14129
Sutter.4,4/1/2014,0.036,40,14129
Sutter.5,5/1/2014,0.03,38,14129
Sutter.6,6/1/2014,0.023,36,14129
Sutter.7,7/1/2014,0.021,29,14129
Sutter.8,8/1/2014,0.021,31,14129
Sutter.9,9/1/2014,0.021,34,14129
Sutter.10,10/1/2014,0.017,34,14129
Sutter.11,11/1/2014,0.019,43,14129
Sutter.12,12/1/2014,0.0235,35,14129
Tehama.1,1/1/2014,0.05,62,14129
Tehama.2,2/1/2014,0.052,27.5,14129
Tehama.3,3/1/2014,0.0655,35,14129
Tehama.4,4/1/2014,0.036,41,14129
Tehama.5,5/1/2014,0.03,38,14129
Tehama.6,6/1/2014,0.023,35,14129
Tehama.7,7/1/2014,0.021,29,14129
Tehama.8,8/1/2014,0.021,31,14129
Tehama.9,9/1/2014,0.021,34,14129
Tehama.10,10/1/2014,0.017,35,14129
Tehama.11,11/1/2014,0.019,47,14129
Tehama.12,12/1/2014,0.0235,37,14129
Trinity.1,1/1/2014,0.05,63,14129
Trinity.2,2/1/2014,0.052,27.5,14129
Trinity.3,3/1/2014,0.0655,34,14129
Trinity.4,4/1/2014,0.036,39,14129
Trinity.5,5/1/2014,0.03,37,14129
Trinity.6,6/1/2014,0.023,36,14129
Trinity.7,7/1/2014,0.021,27,14129
Trinity.8,8/1/2014,0.021,29,14129
Trinity.9,9/1/2014,0.021,33,14129
Trinity.10,10/1/2014,0.017,33,14129
Trinity.11,11/1/2014,0.019,49,14129
Trinity.12,12/1/2014,0.0235,38,14129
Tulare.1,1/1/2014,0.05,60,14129
Tulare.2,2/1/2014,0.052,28,14129
Tulare.3,3/1/2014,0.0655,34,14129
Tulare.4,4/1/2014,0.036,40,14129
Tulare.5,5/1/2014,0.03,38,14129
Tulare.6,6/1/2014,0.023,36,14129
Tulare.7,7/1/2014,0.021,28,14129
Tulare.8,8/1/2014,0.021,30,14129
Tulare.9,9/1/2014,0.021,34,14129
Tulare.10,10/1/2014,0.017,34,14129
Tulare.11,11/1/2014,0.019,44,14129
Tulare.12,12/1/2014,0.0235,34,14129
Tuolumne.1,1/1/2014,0.05,63,14129
Tuolumne.2,2/1/2014,0.052,28,14129
Tuolumne.3,3/1/2014,0.0655,35,14129
Tuolumne.4,4/1/2014,0.036,41,14129
Tuolumne.5,5/1/2014,0.03,38,14129
Tuolumne.6,6/1/2014,0.023,36,14129
Tuolumne.7,7/1/2014,0.021,28.5,14129
Tuolumne.8,8/1/2014,0.021,31,14129
Tuolumne.9,9/1/2014,0.021,34,14129
Tuolumne.10,10/1/2014,0.017,35,14129
Tuolumne.11,11/1/2014,0.019,49,14129
Tuolumne.12,12/1/2014,0.0235,38,14129
Ventura.1,1/1/2014,0.05,60,14129
Ventura.2,2/1/2014,0.052,28,14129
Ventura.3,3/1/2014,0.0655,35,14129
Ventura.4,4/1/2014,0.036,40,14129
Ventura.5,5/1/2014,0.03,38,14129
Ventura.6,6/1/2014,0.023,37,14129
Ventura.7,7/1/2014,0.021,29,14129
Ventura.8,8/1/2014,0.021,31,14129
Ventura.9,9/1/2014,0.021,35,14129
Ventura.10,10/1/2014,0.017,34,14129
Ventura.11,11/1/2014,0.019,44,14129
Ventura.12,12/1/2014,0.0235,34,14129
Yolo.1,1/1/2014,0.05,60,14129
Yolo.2,2/1/2014,0.052,28.5,14129
Yolo.3,3/1/2014,0.0655,35,14129
Yolo.4,4/1/2014,0.036,41,14129
Yolo.5,5/1/2014,0.03,39,14129
Yolo.6,6/1/2014,0.023,37,14129
Yolo.7,7/1/2014,0.021,31,14129
Yolo.8,8/1/2014,0.021,33,14129
Yolo.9,9/1/2014,0.021,36,14129
Yolo.10,10/1/2014,0.017,35,14129
Yolo.11,11/1/2014,0.019,44,14129
Yolo.12,12/1/2014,0.0235,34,14129
Yuba.1,1/1/2014,0.05,58,14129
Yuba.2,2/1/2014,0.052,28,14129
Yuba.3,3/1/2014,0.0655,34,14129
Yuba.4,4/1/2014,0.036,40,14129
Yuba.5,5/1/2014,0.03,38,14129
Yuba.6,6/1/2014,0.023,36,14129
Yuba.7,7/1/2014,0.021,29,14129
Yuba.8,8/1/2014,0.021,31,14129
Yuba.9,9/1/2014,0.021,34,14129
Yuba.10,10/1/2014,0.017,34,14129
Yuba.11,11/1/2014,0.019,43,14129
Yuba.12,12/1/2014,0.0235,35,14129
Alameda.13,1/1/2014,0.608333,60,42101
Alameda.21,2/1/2014,0.408333,28,42101
Alameda.31,3/1/2014,0.383333,34,42101
Alameda.41,4/1/2014,0.341667,40,42101
Alameda.51,5/1/2014,0.3,38,42101
Alameda.61,6/1/2014,0.275,37,42101
Alameda.71,7/1/2014,0.3,28,42101
Alameda.81,8/1/2014,0.3,31,42101
Alameda.91,9/1/2014,0.35,35,42101
Alameda.101,10/1/2014,0.4,34,42101
Alameda.111,11/1/2014,0.5,44,42101
Alameda.121,12/1/2014,0.433333,35,42101
Alpine.13,1/1/2014,0.6,58,42101
Alpine.21,2/1/2014,0.404167,27,42101
Alpine.31,3/1/2014,0.379167,34,42101
Alpine.41,4/1/2014,0.341667,41,42101
Alpine.51,5/1/2014,0.3,38,42101
Alpine.61,6/1/2014,0.270833,36,42101
Alpine.71,7/1/2014,0.291667,29,42101
Alpine.81,8/1/2014,0.3,31,42101
Alpine.91,9/1/2014,0.329167,34,42101
Alpine.101,10/1/2014,0.3895835,34,42101
Alpine.111,11/1/2014,0.491667,44,42101
Alpine.121,12/1/2014,0.429167,36,42101
Amador.13,1/1/2014,0.616667,61,42101
Amador.21,2/1/2014,0.4125,27,42101
Amador.31,3/1/2014,0.3875,34,42101
Amador.41,4/1/2014,0.341667,40,42101
Amador.51,5/1/2014,0.3,38,42101
Amador.61,6/1/2014,0.275,36,42101
Amador.71,7/1/2014,0.3,28,42101
Amador.81,8/1/2014,0.3,31,42101
Amador.91,9/1/2014,0.354167,34,42101
Amador.101,10/1/2014,0.404167,34,42101
Amador.111,11/1/2014,0.508333,45,42101
Amador.121,12/1/2014,0.441667,36,42101
Butte.13,1/1/2014,0.616667,63,42101
Butte.21,2/1/2014,0.4125,28,42101
Butte.31,3/1/2014,0.3875,35,42101
Butte.41,4/1/2014,0.341667,41,42101
Butte.51,5/1/2014,0.3,38.5,42101
Butte.61,6/1/2014,0.275,34,42101
Butte.71,7/1/2014,0.3,29,42101
Butte.81,8/1/2014,0.3,31,42101
Butte.91,9/1/2014,0.354167,34,42101
Butte.101,10/1/2014,0.404167,35,42101
Butte.111,11/1/2014,0.508333,48,42101
Butte.121,12/1/2014,0.441667,37,42101
Calaveras.13,1/1/2014,0.616667,60,42101
Calaveras.21,2/1/2014,0.4125,27,42101
Calaveras.31,3/1/2014,0.3875,34,42101
Calaveras.41,4/1/2014,0.341667,40,42101
Calaveras.51,5/1/2014,0.3,38,42101
Calaveras.61,6/1/2014,0.275,35,42101
Calaveras.71,7/1/2014,0.3,28,42101
Calaveras.81,8/1/2014,0.3,31,42101
Calaveras.91,9/1/2014,0.354167,34,42101
Calaveras.101,10/1/2014,0.404167,34,42101
Calaveras.111,11/1/2014,0.508333,45,42101
Calaveras.121,12/1/2014,0.441667,35,42101
Colusa.13,1/1/2014,0.616667,59,42101
Colusa.21,2/1/2014,0.4125,27,42101
Colusa.31,3/1/2014,0.3875,34,42101
Colusa.41,4/1/2014,0.341667,40,42101
Colusa.51,5/1/2014,0.3,38,42101
Colusa.61,6/1/2014,0.275,36,42101
Colusa.71,7/1/2014,0.3,28,42101
Colusa.81,8/1/2014,0.3,31,42101
Colusa.91,9/1/2014,0.354167,34,42101
Colusa.101,10/1/2014,0.404167,34,42101
Colusa.111,11/1/2014,0.508333,44,42101
Colusa.121,12/1/2014,0.441667,35,42101
Contra Costa.13,1/1/2014,0.6,60,42101
Contra Costa.21,2/1/2014,0.4,28,42101
Contra Costa.31,3/1/2014,0.370833,35,42101
Contra Costa.41,4/1/2014,0.3375,41,42101
Contra Costa.51,5/1/2014,0.3,39,42101
Contra Costa.61,6/1/2014,0.266667,36,42101
Contra Costa.71,7/1/2014,0.279167,31,42101
Contra Costa.81,8/1/2014,0.283333,32,42101
Contra Costa.91,9/1/2014,0.320833,35,42101
Contra Costa.101,10/1/2014,0.383333,35,42101
Contra Costa.111,11/1/2014,0.495833,45,42101
Contra Costa.121,12/1/2014,0.420833,33,42101
Del Norte.13,1/1/2014,0.595833,60,42101
Del Norte.21,2/1/2014,0.4,27,42101
Del Norte.31,3/1/2014,0.375,34,42101
Del Norte.41,4/1/2014,0.3258335,40,42101
Del Norte.51,5/1/2014,0.3,38,42101
Del Norte.61,6/1/2014,0.2645835,34.5,42101
Del Norte.71,7/1/2014,0.2729165,28,42101
Del Norte.81,8/1/2014,0.283333,31,42101
Del Norte.91,9/1/2014,0.3343135,33,42101
Del Norte.101,10/1/2014,0.38125,34,42101
Del Norte.111,11/1/2014,0.48125,45,42101
Del Norte.121,12/1/2014,0.416667,37,42101
El Dorado.13,1/1/2014,0.6,60,42101
El Dorado.21,2/1/2014,0.40625,27,42101
El Dorado.31,3/1/2014,0.383333,34,42101
El Dorado.41,4/1/2014,0.345833,40,42101
El Dorado.51,5/1/2014,0.3,37,42101
El Dorado.61,6/1/2014,0.2729165,36,42101
El Dorado.71,7/1/2014,0.3,27,42101
El Dorado.81,8/1/2014,0.3,30,42101
El Dorado.91,9/1/2014,0.341667,34,42101
El Dorado.101,10/1/2014,0.391667,34,42101
El Dorado.111,11/1/2014,0.495833,44,42101
El Dorado.121,12/1/2014,0.429167,35,42101
Fresno.13,1/1/2014,0.616667,58,42101
Fresno.21,2/1/2014,0.4125,27,42101
Fresno.31,3/1/2014,0.3875,34,42101
Fresno.41,4/1/2014,0.341667,40,42101
Fresno.51,5/1/2014,0.3,37,42101
Fresno.61,6/1/2014,0.275,36,42101
Fresno.71,7/1/2014,0.3,27,42101
Fresno.81,8/1/2014,0.3,30,42101
Fresno.91,9/1/2014,0.354167,34,42101
Fresno.101,10/1/2014,0.404167,34,42101
Fresno.111,11/1/2014,0.508333,43,42101
Fresno.121,12/1/2014,0.441667,35,42101
Glenn.13,1/1/2014,0.616667,62,42101
Glenn.21,2/1/2014,0.4125,27.5,42101
Glenn.31,3/1/2014,0.3875,35,42101
Glenn.41,4/1/2014,0.341667,41,42101
Glenn.51,5/1/2014,0.3,38,42101
Glenn.61,6/1/2014,0.275,35,42101
Glenn.71,7/1/2014,0.3,29,42101
Glenn.81,8/1/2014,0.3,31,42101
Glenn.91,9/1/2014,0.354167,34,42101
Glenn.101,10/1/2014,0.404167,35,42101
Glenn.111,11/1/2014,0.508333,46,42101
Glenn.121,12/1/2014,0.441667,36,42101
Humboldt.13,1/1/2014,0.595833,63,42101
Humboldt.21,2/1/2014,0.4,27,42101
Humboldt.31,3/1/2014,0.375,34,42101
Humboldt.41,4/1/2014,0.3258335,40,42101
Humboldt.51,5/1/2014,0.3,38,42101
Humboldt.61,6/1/2014,0.2645835,34,42101
Humboldt.71,7/1/2014,0.2729165,28,42101
Humboldt.81,8/1/2014,0.283333,31,42101
Humboldt.91,9/1/2014,0.3343135,33,42101
Humboldt.101,10/1/2014,0.38125,34,42101
Humboldt.111,11/1/2014,0.48125,48,42101
Humboldt.121,12/1/2014,0.416667,37,42101
Imperial.13,1/1/2014,0.616667,63,42101
Imperial.21,2/1/2014,0.4125,27,42101
Imperial.31,3/1/2014,0.3875,34,42101
Imperial.41,4/1/2014,0.341667,39,42101
Imperial.51,5/1/2014,0.3,37,42101
Imperial.61,6/1/2014,0.275,35,42101
Imperial.71,7/1/2014,0.3,27,42101
Imperial.81,8/1/2014,0.3,30,42101
Imperial.91,9/1/2014,0.354167,33,42101
Imperial.101,10/1/2014,0.404167,34,42101
Imperial.111,11/1/2014,0.508333,49,42101
Imperial.121,12/1/2014,0.441667,38,42101
Inyo.13,1/1/2014,0.616667,61,42101
Inyo.21,2/1/2014,0.4125,28,42101
Inyo.31,3/1/2014,0.3875,35,42101
Inyo.41,4/1/2014,0.341667,41,42101
Inyo.51,5/1/2014,0.3,38,42101
Inyo.61,6/1/2014,0.275,35,42101
Inyo.71,7/1/2014,0.3,28.5,42101
Inyo.81,8/1/2014,0.3,31,42101
Inyo.91,9/1/2014,0.354167,34,42101
Inyo.101,10/1/2014,0.404167,35,42101
Inyo.111,11/1/2014,0.508333,45,42101
Inyo.121,12/1/2014,0.441667,33,42101
Kern.13,1/1/2014,0.6104165,63,42101
Kern.21,2/1/2014,0.4,27.5,42101
Kern.31,3/1/2014,0.379167,34,42101
Kern.41,4/1/2014,0.341667,41,42101
Kern.51,5/1/2014,0.3,38,42101
Kern.61,6/1/2014,0.270833,36,42101
Kern.71,7/1/2014,0.283333,29,42101
Kern.81,8/1/2014,0.295833,31,42101
Kern.91,9/1/2014,0.329167,34,42101
Kern.101,10/1/2014,0.391667,34,42101
Kern.111,11/1/2014,0.491667,49,42101
Kern.121,12/1/2014,0.433333,38,42101
Kings.13,1/1/2014,0.616667,60,42101
Kings.21,2/1/2014,0.4125,27,42101
Kings.31,3/1/2014,0.3875,34,42101
Kings.41,4/1/2014,0.341667,40,42101
Kings.51,5/1/2014,0.3,37,42101
Kings.61,6/1/2014,0.275,35,42101
Kings.71,7/1/2014,0.3,27,42101
Kings.81,8/1/2014,0.3,30,42101
Kings.91,9/1/2014,0.354167,34,42101
Kings.101,10/1/2014,0.404167,34,42101
Kings.111,11/1/2014,0.508333,44,42101
Kings.121,12/1/2014,0.441667,34,42101
Lake.13,1/1/2014,0.6,60,42101
Lake.21,2/1/2014,0.39375,28,42101
Lake.31,3/1/2014,0.375,34,42101
Lake.41,4/1/2014,0.3375,40,42101
Lake.51,5/1/2014,0.3,38,42101
Lake.61,6/1/2014,0.270833,36,42101
Lake.71,7/1/2014,0.2875,27,42101
Lake.81,8/1/2014,0.2875,30,42101
Lake.91,9/1/2014,0.329167,34,42101
Lake.101,10/1/2014,0.391667,34,42101
Lake.111,11/1/2014,0.483333,44,42101
Lake.121,12/1/2014,0.425,34,42101
Lassen.13,1/1/2014,0.616667,63,42101
Lassen.21,2/1/2014,0.4125,27.5,42101
Lassen.31,3/1/2014,0.3875,35,42101
Lassen.41,4/1/2014,0.341667,41,42101
Lassen.51,5/1/2014,0.3,38,42101
Lassen.61,6/1/2014,0.275,35,42101
Lassen.71,7/1/2014,0.3,29,42101
Lassen.81,8/1/2014,0.3,31,42101
Lassen.91,9/1/2014,0.354167,34,42101
Lassen.101,10/1/2014,0.404167,35,42101
Lassen.111,11/1/2014,0.508333,49,42101
Lassen.121,12/1/2014,0.441667,38,42101
Los Angeles.13,1/1/2014,0.5875,60,42101
Los Angeles.21,2/1/2014,0.383333,28,42101
Los Angeles.31,3/1/2014,0.345833,35,42101
Los Angeles.41,4/1/2014,0.3125,41,42101
Los Angeles.51,5/1/2014,0.275,39,42101
Los Angeles.61,6/1/2014,0.2375,35,42101
Los Angeles.71,7/1/2014,0.254167,31,42101
Los Angeles.81,8/1/2014,0.270833,32,42101
Los Angeles.91,9/1/2014,0.3,35,42101
Los Angeles.101,10/1/2014,0.366667,35,42101
Los Angeles.111,11/1/2014,0.4875,44,42101
Los Angeles.121,12/1/2014,0.395833,33,42101
Madera.13,1/1/2014,0.616667,58,42101
Madera.21,2/1/2014,0.4125,27,42101
Madera.31,3/1/2014,0.3875,34,42101
Madera.41,4/1/2014,0.341667,40,42101
Madera.51,5/1/2014,0.3,38,42101
Madera.61,6/1/2014,0.275,36,42101
Madera.71,7/1/2014,0.3,27,42101
Madera.81,8/1/2014,0.3,30,42101
Madera.91,9/1/2014,0.354167,34,42101
Madera.101,10/1/2014,0.404167,34,42101
Madera.111,11/1/2014,0.508333,43,42101
Madera.121,12/1/2014,0.441667,35,42101
Marin.13,1/1/2014,0.5979165,58,42101
Marin.21,2/1/2014,0.404167,27,42101
Marin.31,3/1/2014,0.379167,34,42101
Marin.41,4/1/2014,0.3375,40,42101
Marin.51,5/1/2014,0.3,37,42101
Marin.61,6/1/2014,0.270833,36,42101
Marin.71,7/1/2014,0.2875,27,42101
Marin.81,8/1/2014,0.3,30,42101
Marin.91,9/1/2014,0.3375,34,42101
Marin.101,10/1/2014,0.385,34,42101
Marin.111,11/1/2014,0.4875,43,42101
Marin.121,12/1/2014,0.425,35,42101
Mariposa.13,1/1/2014,0.616667,58,42101
Mariposa.21,2/1/2014,0.4125,27.5,42101
Mariposa.31,3/1/2014,0.3875,35,42101
Mariposa.41,4/1/2014,0.341667,40.5,42101
Mariposa.51,5/1/2014,0.3,38,42101
Mariposa.61,6/1/2014,0.275,36,42101
Mariposa.71,7/1/2014,0.3,28,42101
Mariposa.81,8/1/2014,0.3,31,42101
Mariposa.91,9/1/2014,0.354167,34,42101
Mariposa.101,10/1/2014,0.404167,34,42101
Mariposa.111,11/1/2014,0.508333,43,42101
Mariposa.121,12/1/2014,0.441667,35,42101
Mendocino.13,1/1/2014,0.625,63,42101
Mendocino.21,2/1/2014,0.404167,27,42101
Mendocino.31,3/1/2014,0.379167,34,42101
Mendocino.41,4/1/2014,0.34,40,42101
Mendocino.51,5/1/2014,0.3,38,42101
Mendocino.61,6/1/2014,0.270833,35,42101
Mendocino.71,7/1/2014,0.295833,28,42101
Mendocino.81,8/1/2014,0.2875,31,42101
Mendocino.91,9/1/2014,0.333333,33,42101
Mendocino.101,10/1/2014,0.391667,34,42101
Mendocino.111,11/1/2014,0.495833,49,42101
Mendocino.121,12/1/2014,0.433333,38,42101
Merced.13,1/1/2014,0.616667,60,42101
Merced.21,2/1/2014,0.4125,27,42101
Merced.31,3/1/2014,0.3875,34,42101
Merced.41,4/1/2014,0.341667,40,42101
Merced.51,5/1/2014,0.3,38,42101
Merced.61,6/1/2014,0.275,36,42101
Merced.71,7/1/2014,0.3,27,42101
Merced.81,8/1/2014,0.3,30,42101
Merced.91,9/1/2014,0.354167,34,42101
Merced.101,10/1/2014,0.404167,34,42101
Merced.111,11/1/2014,0.508333,45,42101
Merced.121,12/1/2014,0.441667,35,42101
Modoc.13,1/1/2014,0.616667,62,42101
Modoc.21,2/1/2014,0.4125,27,42101
Modoc.31,3/1/2014,0.3875,34,42101
Modoc.41,4/1/2014,0.341667,39,42101
Modoc.51,5/1/2014,0.3,37,42101
Modoc.61,6/1/2014,0.275,35,42101
Modoc.71,7/1/2014,0.3,27,42101
Modoc.81,8/1/2014,0.3,29,42101
Modoc.91,9/1/2014,0.354167,33,42101
Modoc.101,10/1/2014,0.404167,33,42101
Modoc.111,11/1/2014,0.508333,46,42101
Modoc.121,12/1/2014,0.441667,36,42101
Mono.13,1/1/2014,0.6,61.5,42101
Mono.21,2/1/2014,0.40625,27,42101
Mono.31,3/1/2014,0.383333,34,42101
Mono.41,4/1/2014,0.345833,40,42101
Mono.51,5/1/2014,0.3,38,42101
Mono.61,6/1/2014,0.2729165,35,42101
Mono.71,7/1/2014,0.3,27,42101
Mono.81,8/1/2014,0.3,30,42101
Mono.91,9/1/2014,0.341667,33,42101
Mono.101,10/1/2014,0.391667,34,42101
Mono.111,11/1/2014,0.495833,45,42101
Mono.121,12/1/2014,0.429167,35,42101
Monterey.13,1/1/2014,0.5979165,60,42101
Monterey.21,2/1/2014,0.404167,28,42101
Monterey.31,3/1/2014,0.383333,35,42101
Monterey.41,4/1/2014,0.341667,41,42101
Monterey.51,5/1/2014,0.3,39,42101
Monterey.61,6/1/2014,0.270833,35,42101
Monterey.71,7/1/2014,0.295833,30,42101
Monterey.81,8/1/2014,0.3,31,42101
Monterey.91,9/1/2014,0.345833,35,42101
Monterey.101,10/1/2014,0.39375,35,42101
Monterey.111,11/1/2014,0.491667,44,42101
Monterey.121,12/1/2014,0.429167,33,42101
Napa.13,1/1/2014,0.590278,60,42101
Napa.21,2/1/2014,0.4,28,42101
Napa.31,3/1/2014,0.370833,34,42101
Napa.41,4/1/2014,0.329167,40,42101
Napa.51,5/1/2014,0.3,38,42101
Napa.61,6/1/2014,0.2625,37,42101
Napa.71,7/1/2014,0.279167,29,42101
Napa.81,8/1/2014,0.295833,31,42101
Napa.91,9/1/2014,0.329167,35,42101
Napa.101,10/1/2014,0.385,34,42101
Napa.111,11/1/2014,0.491667,44,42101
Napa.121,12/1/2014,0.420833,34,42101
Nevada.13,1/1/2014,0.595833,60,42101
Nevada.21,2/1/2014,0.404167,28,42101
Nevada.31,3/1/2014,0.3875,34,42101
Nevada.41,4/1/2014,0.33125,40,42101
Nevada.51,5/1/2014,0.3,38,42101
Nevada.61,6/1/2014,0.270833,36,42101
Nevada.71,7/1/2014,0.279167,27,42101
Nevada.81,8/1/2014,0.291667,30,42101
Nevada.91,9/1/2014,0.35,34,42101
Nevada.101,10/1/2014,0.395833,34,42101
Nevada.111,11/1/2014,0.4895835,44,42101
Nevada.121,12/1/2014,0.425,34,42101
Orange.13,1/1/2014,0.591667,60,42101
Orange.21,2/1/2014,0.383333,29,42101
Orange.31,3/1/2014,0.35,35,42101
Orange.41,4/1/2014,0.316667,41,42101
Orange.51,5/1/2014,0.279167,40,42101
Orange.61,6/1/2014,0.245833,37,42101
Orange.71,7/1/2014,0.258333,34,42101
Orange.81,8/1/2014,0.266667,35,42101
Orange.91,9/1/2014,0.3,37,42101
Orange.101,10/1/2014,0.366667,35,42101
Orange.111,11/1/2014,0.491667,44,42101
Orange.121,12/1/2014,0.4,32,42101
Placer.13,1/1/2014,0.616667,60,42101
Placer.21,2/1/2014,0.4125,27,42101
Placer.31,3/1/2014,0.3875,34,42101
Placer.41,4/1/2014,0.341667,40,42101
Placer.51,5/1/2014,0.3,38,42101
Placer.61,6/1/2014,0.275,35,42101
Placer.71,7/1/2014,0.3,28,42101
Placer.81,8/1/2014,0.3,31,42101
Placer.91,9/1/2014,0.354167,34,42101
Placer.101,10/1/2014,0.404167,34,42101
Placer.111,11/1/2014,0.508333,45,42101
Placer.121,12/1/2014,0.441667,35,42101
Plumas.13,1/1/2014,0.616667,62,42101
Plumas.21,2/1/2014,0.4125,27,42101
Plumas.31,3/1/2014,0.3875,34,42101
Plumas.41,4/1/2014,0.341667,39,42101
Plumas.51,5/1/2014,0.3,37,42101
Plumas.61,6/1/2014,0.275,35,42101
Plumas.71,7/1/2014,0.3,27,42101
Plumas.81,8/1/2014,0.3,29,42101
Plumas.91,9/1/2014,0.354167,33,42101
Plumas.101,10/1/2014,0.404167,33,42101
Plumas.111,11/1/2014,0.508333,47,42101
Plumas.121,12/1/2014,0.441667,37,42101
Riverside.13,1/1/2014,0.590278,60,42101
Riverside.21,2/1/2014,0.3875,29,42101
Riverside.31,3/1/2014,0.354167,35,42101
Riverside.41,4/1/2014,0.325,41,42101
Riverside.51,5/1/2014,0.2875,40,42101
Riverside.61,6/1/2014,0.25,36,42101
Riverside.71,7/1/2014,0.266667,33,42101
Riverside.81,8/1/2014,0.275,34,42101
Riverside.91,9/1/2014,0.3,37,42101
Riverside.101,10/1/2014,0.370833,35,42101
Riverside.111,11/1/2014,0.491667,44,42101
Riverside.121,12/1/2014,0.408333,32,42101
Sacramento.13,1/1/2014,0.6,60,42101
Sacramento.21,2/1/2014,0.4,28,42101
Sacramento.31,3/1/2014,0.375,35,42101
Sacramento.41,4/1/2014,0.34,41,42101
Sacramento.51,5/1/2014,0.3,39,42101
Sacramento.61,6/1/2014,0.270833,37,42101
Sacramento.71,7/1/2014,0.291667,31,42101
Sacramento.81,8/1/2014,0.2875,32,42101
Sacramento.91,9/1/2014,0.3343135,35,42101
Sacramento.101,10/1/2014,0.395833,35,42101
Sacramento.111,11/1/2014,0.4895835,44,42101
Sacramento.121,12/1/2014,0.429167,35,42101
San Benito.13,1/1/2014,0.616667,61,42101
San Benito.21,2/1/2014,0.4125,28,42101
San Benito.31,3/1/2014,0.3875,34,42101
San Benito.41,4/1/2014,0.341667,40,42101
San Benito.51,5/1/2014,0.3,37,42101
San Benito.61,6/1/2014,0.275,36,42101
San Benito.71,7/1/2014,0.3,27,42101
San Benito.81,8/1/2014,0.3,30,42101
San Benito.91,9/1/2014,0.354167,34,42101
San Benito.101,10/1/2014,0.404167,34,42101
San Benito.111,11/1/2014,0.508333,45,42101
San Benito.121,12/1/2014,0.441667,36,42101
San Bernardino.13,1/1/2014,0.5875,60,42101
San Bernardino.21,2/1/2014,0.383333,29,42101
San Bernardino.31,3/1/2014,0.345833,35,42101
San Bernardino.41,4/1/2014,0.3125,41,42101
San Bernardino.51,5/1/2014,0.275,40,42101
San Bernardino.61,6/1/2014,0.2375,37,42101
San Bernardino.71,7/1/2014,0.254167,33,42101
San Bernardino.81,8/1/2014,0.270833,34,42101
San Bernardino.91,9/1/2014,0.3,37,42101
San Bernardino.101,10/1/2014,0.366667,35,42101
San Bernardino.111,11/1/2014,0.4875,44,42101
San Bernardino.121,12/1/2014,0.395833,32,42101
San Diego.13,1/1/2014,0.595833,58,42101
San Diego.21,2/1/2014,0.4,27,42101
San Diego.31,3/1/2014,0.375,34,42101
San Diego.41,4/1/2014,0.3258335,40,42101
San Diego.51,5/1/2014,0.3,38,42101
San Diego.61,6/1/2014,0.2645835,36,42101
San Diego.71,7/1/2014,0.2729165,28,42101
San Diego.81,8/1/2014,0.283333,30,42101
San Diego.91,9/1/2014,0.3343135,34,42101
San Diego.101,10/1/2014,0.38125,34,42101
San Diego.111,11/1/2014,0.48125,44,42101
San Diego.121,12/1/2014,0.416667,36,42101
San Francisco.13,1/1/2014,0.59375,60,42101
San Francisco.21,2/1/2014,0.404167,28,42101
San Francisco.31,3/1/2014,0.379167,34,42101
San Francisco.41,4/1/2014,0.341667,40,42101
San Francisco.51,5/1/2014,0.3,38,42101
San Francisco.61,6/1/2014,0.270833,37,42101
San Francisco.71,7/1/2014,0.2979165,28,42101
San Francisco.81,8/1/2014,0.3,31,42101
San Francisco.91,9/1/2014,0.34375,35,42101
San Francisco.101,10/1/2014,0.395833,34,42101
San Francisco.111,11/1/2014,0.495833,44,42101
San Francisco.121,12/1/2014,0.43125,35,42101
San Joaquin.13,1/1/2014,0.590278,60,42101
San Joaquin.21,2/1/2014,0.4,29,42101
San Joaquin.31,3/1/2014,0.370833,35,42101
San Joaquin.41,4/1/2014,0.329167,41,42101
San Joaquin.51,5/1/2014,0.3,39,42101
San Joaquin.61,6/1/2014,0.2625,36,42101
San Joaquin.71,7/1/2014,0.279167,32,42101
San Joaquin.81,8/1/2014,0.295833,34,42101
San Joaquin.91,9/1/2014,0.329167,37,42101
San Joaquin.101,10/1/2014,0.385,35,42101
San Joaquin.111,11/1/2014,0.491667,44,42101
San Joaquin.121,12/1/2014,0.420833,33,42101
San Luis Obispo.13,1/1/2014,0.616667,58.5,42101
San Luis Obispo.21,2/1/2014,0.4125,28,42101
San Luis Obispo.31,3/1/2014,0.3875,35,42101
San Luis Obispo.41,4/1/2014,0.341667,41,42101
San Luis Obispo.51,5/1/2014,0.3,39,42101
San Luis Obispo.61,6/1/2014,0.275,35,42101
San Luis Obispo.71,7/1/2014,0.3,30,42101
